id,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
316630,1626165,Gretchen,2012-01-19,"Austin, TX",N/A,N/A,N/A,f,Bouldin Creek,1,1,t,t,Austin,78704,Entire home,Entire home/apt,4,N/A,1 bath,2,2,400.00,3,14,t,0,0,0,0,9,0,0,4.89,5,4.89,5,5,4.89,4.67,f,1,1,0,0,0.07
317148,1628379,Martina,2012-01-19,"Austin, TX",within a few hours,100%,50%,f,Rosewood,1,1,t,t,Austin,78702,Entire home,Entire home/apt,7,N/A,1 bath,2,3,335.00,3,77,t,6,6,6,6,39,1,0,4.63,4.64,4.58,4.92,4.83,4.75,4.56,f,1,1,0,0,0.29
319759,814883,Kristen,2011-07-13,"Austin, TX",within an hour,100%,100%,t,East Downtown,12,28,t,t,Austin,78702,Entire townhouse,Entire home/apt,16,N/A,3.5 baths,5,9,800.00,1,365,t,7,19,35,283,297,36,2,4.87,4.85,4.79,4.95,4.96,4.79,4.71,t,12,12,0,0,2.22
319887,1640158,Jeremy,2012-01-22,"Austin, TX",N/A,N/A,N/A,f,East Downtown,1,1,t,t,Austin,78702,Entire home,Entire home/apt,5,N/A,1 bath,2,3,694.00,4,11,t,0,0,0,0,2,0,0,4.5,4.5,3.5,4.5,5,4,4,f,1,1,0,0,0.02
319894,1640172,Gary,2012-01-22,"Austin, TX",within an hour,100%,99%,t,N/A,3,3,t,t,Austin,78724,Entire home,Entire home/apt,8,N/A,2.5 baths,3,3,205.00,2,60,t,7,31,58,148,185,29,2,4.83,4.89,4.7,4.97,4.97,4.81,4.87,f,2,1,1,0,1.38
321069,1644741,Liz,2012-01-23,"Fair Oaks Ranch, TX",N/A,N/A,N/A,f,Barton Hills,1,3,t,f,Austin,78704,Entire home,Entire home/apt,6,N/A,2 baths,3,3,807.00,2,60,t,27,57,74,74,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,0.02
322834,3797734,Leslie And Dylan,2012-10-08,"Austin, TX",N/A,N/A,N/A,f,East Downtown,1,3,t,t,Austin,78702,Entire home,Entire home/apt,8,N/A,2 baths,3,5,240.00,4,1125,t,0,0,0,0,47,0,0,4.8,4.83,4.91,4.98,4.98,4.37,4.7,f,1,1,0,0,0.35
323733,1654178,Erik,2012-01-26,"Austin, TX",N/A,N/A,N/A,f,Downtown,1,1,t,t,Austin,78701,Entire condo,Entire home/apt,6,N/A,1 bath,2,2,178.00,1,365,t,0,0,0,0,362,0,0,4.85,4.9,4.87,4.95,4.97,4.97,4.81,t,1,1,0,0,2.71
324480,1660476,Mark,2012-01-27,N/A,N/A,N/A,43%,f,University of Texas,2,2,t,f,Austin,78705,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,99.00,30,180,t,27,57,87,362,1,1,0,5,5,5,5,5,5,5,f,2,2,0,0,0.17
325889,1666874,Brian,2012-01-29,"Austin, TX",within an hour,100%,100%,f,Bouldin Creek,1,4,t,f,Austin,78704,Entire home,Entire home/apt,12,N/A,2 baths,5,6,756.00,3,365,t,19,34,56,328,84,26,1,4.74,4.73,4.62,4.94,4.95,4.94,4.62,t,1,1,0,0,0.63
326172,1665442,Lionel,2012-01-28,"Austin, TX",within a few hours,100%,100%,f,Allendale,1,2,t,f,Austin,78756,Entire guesthouse,Entire home/apt,3,N/A,1 bath,1,1,98.00,29,183,t,8,38,68,248,23,1,0,5,4.96,4.96,4.96,5,4.91,4.96,t,1,1,0,0,0.17
329172,1680871,Janet,2012-01-31,"Austin, TX",within a day,100%,15%,f,Westlake Hills,1,1,t,t,Austin,78746,Entire home,Entire home/apt,6,N/A,2 baths,3,3,495.00,3,1125,t,25,55,82,354,7,1,0,5,5,5,5,5,5,4.83,f,1,1,0,0,0.05
329306,880571,Angel,2011-07-27,"Austin, TX",within an hour,100%,100%,f,East Downtown,5,13,t,t,Austin,78702,Private room in home,Private room,2,N/A,1 shared bath,1,1,108.00,2,90,t,0,0,0,0,583,48,2,4.84,4.85,4.83,4.96,4.93,4.76,4.78,t,5,2,3,0,4.36
331549,1690383,Sandra,2012-02-02,"Austin, TX",N/A,N/A,N/A,f,N/A,1,1,t,f,Austin,78725,Private room,Private room,2,N/A,1 bath,1,1,100.00,2,14,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,0,1,0,N/A
333442,1698318,Virginia,2012-02-04,"Austin, TX",within an hour,100%,100%,t,Tarrytown,1,13,t,t,Austin,78703,Entire home,Entire home/apt,10,N/A,3 baths,5,5,542.00,3,365,t,6,18,36,263,166,15,0,4.84,4.87,4.74,4.98,4.97,4.91,4.77,t,1,1,0,0,1.31
333815,372962,Kim,2011-02-01,"Austin, TX",within an hour,100%,94%,t,South First,1,3,t,f,Austin,78704,Private room in home,Private room,2,N/A,1.5 baths,1,1,146.00,2,30,t,9,12,39,39,164,18,0,4.91,4.94,4.91,4.97,4.95,4.85,4.82,f,1,0,1,0,1.23
334616,608539,D,2011-05-20,"Austin, TX",N/A,N/A,N/A,f,Riverside Heights,1,1,t,t,Austin,78741,Entire condo,Entire home/apt,4,N/A,1 bath,2,2,250.00,1,14,t,0,0,0,0,2,0,0,5,4.5,5,5,5,4,4.5,f,1,1,0,0,0.01
335885,1707903,Falkor,2012-02-06,"Austin, TX",within a few hours,100%,100%,f,Cherry Creek,1,5,t,t,Austin,78749,Entire home,Entire home/apt,16,N/A,3 baths,5,6,"1,000.00",5,1125,t,29,59,89,89,43,0,0,4.84,4.85,4.68,5,4.93,4.88,4.76,f,1,1,0,0,0.32
335945,1555683,Patrick,2012-01-01,"Austin, TX",N/A,N/A,100%,f,East Riverside,1,4,t,t,Austin,78741,Entire home,Entire home/apt,4,N/A,2 baths,2,2,264.00,3,7,t,2,2,2,2,34,2,0,4.56,4.26,4.52,4.77,4.81,4.48,4.48,f,1,1,0,0,0.26
337125,261883,Carolyn,2010-10-14,"Austin, TX",N/A,N/A,N/A,f,N/A,1,1,t,f,Austin,78759,Private room in home,Private room,2,N/A,N/A,1,2,80.00,32,60,t,23,53,83,83,33,0,0,4.79,4.76,4.67,4.91,4.85,4.85,4.88,f,1,0,1,0,0.25
340045,1725752,Shanti,2012-02-09,"Austin, TX",N/A,N/A,N/A,f,Barton Hills,1,1,t,t,Austin,78746,Entire loft,Entire home/apt,3,N/A,1.5 baths,1,1,400.00,1,90,f,0,0,0,0,1,0,0,1,1,1,1,1,1,1,f,1,1,0,0,0.07
340630,531267,Shelley,2011-04-24,"Austin, TX",within a few hours,100%,70%,f,Brentwood,7,8,t,f,Austin,78757,Entire home,Entire home/apt,2,N/A,1 bath,2,2,50.00,30,365,t,0,3,17,17,23,2,0,4.73,4.81,4.38,4.9,4.81,4.76,4.76,f,3,2,1,0,0.17
341382,1205884,Luke And Rachel,2011-09-25,"Austin, TX",N/A,N/A,N/A,f,East Downtown,1,3,t,t,Austin,78702,Entire home,Entire home/apt,10,N/A,2 baths,4,6,750.00,4,15,t,0,0,0,0,124,0,0,4.72,4.7,4.46,4.83,4.88,4.39,4.53,f,1,1,0,0,0.92
341596,1733004,Julie,2012-02-10,"Austin, TX",within an hour,100%,96%,t,South First,1,1,t,f,Austin,78704,Private room in home,Private room,3,N/A,1 shared bath,2,2,150.00,2,30,t,9,27,28,157,90,12,0,5,4.98,4.98,4.99,5,4.99,4.93,f,1,0,1,0,0.67
342039,1735494,Steph And Joey,2012-02-11,"Austin, TX",within a few hours,80%,89%,t,East Downtown,3,5,t,t,Austin,78702,Entire guesthouse,Entire home/apt,2,N/A,1 bath,1,1,177.00,1,60,t,9,21,41,131,350,30,1,4.93,4.93,4.94,4.97,4.95,4.87,4.89,f,2,2,0,0,2.62
342243,1736662,Teresa,2012-02-11,"Austin, TX",N/A,N/A,0%,f,N/A,1,2,t,t,Austin,78759,Private room in home,Private room,1,N/A,1 private bath,1,1,44.00,31,150,t,14,44,74,349,3,0,0,5,5,5,5,5,5,5,f,1,0,1,0,0.05
343462,1742984,Rachel,2012-02-13,"Austin, TX",within a day,60%,69%,t,MLK & 183,2,4,t,t,Austin,78721,Entire guest suite,Entire home/apt,4,N/A,1 bath,1,1,157.00,1,14,t,5,25,25,233,255,12,0,4.88,4.91,4.84,4.96,4.95,4.62,4.82,f,1,1,0,0,1.9
343889,1744639,Darcy,2012-02-13,"Austin, TX",within a few hours,100%,100%,f,East Downtown,1,1,t,t,Austin,78702,Entire rental unit,Entire home/apt,2,N/A,1 bath,N/A,1,47.00,30,1125,t,0,15,20,199,35,7,0,4.72,4.84,4.59,4.94,4.97,4.88,4.69,f,1,1,0,0,0.26
345221,1644218,Cecily,2012-01-23,"Austin, TX",N/A,N/A,N/A,f,Downtown,2,3,t,t,Austin,78701,Entire rental unit,Entire home/apt,6,N/A,1 bath,2,3,299.00,3,14,t,0,0,0,0,8,0,0,4.38,4.5,4.75,4.75,4.88,5,4.13,f,2,1,1,0,0.06
345473,1751224,Whitney,2012-02-14,"Austin, TX",within an hour,100%,100%,f,Travis Heights,1,1,t,t,Austin,78704,Entire home,Entire home/apt,6,N/A,2 baths,3,3,401.00,2,60,t,12,22,33,199,174,41,5,4.97,4.96,4.94,4.98,4.98,4.96,4.82,f,1,1,0,0,1.43
345536,1752493,Gigi,2012-02-14,"Austin, TX",within an hour,100%,99%,t,Bouldin Creek,2,2,t,f,Austin,78704,Entire bungalow,Entire home/apt,5,N/A,1 bath,2,3,192.00,2,120,t,9,30,56,303,290,28,3,4.93,4.96,4.93,4.96,4.94,4.99,4.85,t,2,2,0,0,2.19
347572,1761506,Savanna,2012-02-16,"Austin, TX",N/A,N/A,N/A,f,East Downtown,1,2,t,f,Austin,78702,Entire home,Entire home/apt,4,N/A,1 bath,2,3,125.00,2,7,t,0,0,0,0,29,0,0,4.9,4.89,4.71,5,4.96,4.89,4.78,f,1,1,0,0,0.22
347654,1761915,Charm,2012-02-16,"Austin, TX",within an hour,100%,97%,t,Travis Heights,2,2,t,t,Austin,78704,Entire home,Entire home/apt,7,N/A,2.5 baths,3,3,607.00,1,30,t,30,60,89,89,65,5,0,4.91,4.84,4.84,4.92,4.94,4.85,4.76,f,2,2,0,0,0.49
347935,1763742,Amber,2012-02-17,"Austin, TX",N/A,N/A,N/A,f,Bouldin Creek,1,1,t,t,Austin,78704,Entire home,Entire home/apt,6,N/A,1 bath,2,2,643.00,5,14,t,0,0,0,0,1,0,0,5,3,5,5,5,5,5,f,1,1,0,0,0.01
349447,1975748,Meredith,2012-03-20,"Austin, TX",N/A,N/A,N/A,f,N/A,8,8,t,t,Austin,78702,Entire bungalow,Entire home/apt,4,N/A,1 bath,1,1,157.00,1,1124,t,1,1,1,1,815,92,5,4.85,4.9,4.85,4.95,4.95,4.78,4.76,t,5,5,0,0,6.09
349635,1771402,Cindie,2012-02-18,"Austin, TX",N/A,N/A,73%,f,Tarrytown,3,4,t,t,Austin,78703,Private room in guest suite,Private room,1,N/A,1 shared bath,1,1,88.00,1,1125,t,0,0,0,0,71,3,0,4.67,4.79,4.61,4.91,4.91,4.91,4.73,f,2,1,1,0,0.61
350072,1714818,Jessica,2012-02-07,"Austin, TX",N/A,N/A,N/A,f,Bouldin Creek,1,1,t,t,Austin,78704,Entire home,Entire home/apt,6,N/A,3 baths,3,3,825.00,3,30,t,0,0,0,0,6,0,0,5,5,5,5,5,4.83,4.67,f,1,1,0,0,0.05
351865,1782559,Julie,2012-02-20,"Austin, TX",N/A,N/A,N/A,f,N/A,1,1,t,t,Austin,78754,Private room in home,Private room,2,N/A,1 bath,1,1,75.00,1,30,t,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,0,1,0,N/A
353126,1788349,Jeannie,2012-02-21,"Austin, TX",within an hour,100%,100%,t,Travis Heights,3,5,t,t,Austin,78704,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,4,64.00,29,240,t,0,0,0,258,6,0,0,4.83,4.8,5,5,5,4.8,4.6,f,3,3,0,0,0.04
353261,1789494,Lara,2012-02-21,"Austin, TX",within an hour,100%,94%,f,South Congress,1,1,t,f,Austin,78704,Entire home,Entire home/apt,10,N/A,3.5 baths,4,5,761.00,3,1125,t,17,32,56,226,204,19,2,4.82,4.86,4.84,4.96,4.88,4.95,4.75,f,1,1,0,0,1.86
353955,1792021,Mykel,2012-02-22,"Austin, TX",N/A,N/A,N/A,f,N/A,1,1,t,t,Austin,78746,Entire rental unit,Entire home/apt,2,N/A,N/A,2,1,225.00,3,14,t,0,0,0,0,1,0,0,4,3,4,4,5,5,5,f,1,1,0,0,0.01
354263,1752493,Gigi,2012-02-14,"Austin, TX",within an hour,100%,99%,t,Bouldin Creek,2,2,t,f,Austin,78704,Entire guesthouse,Entire home/apt,4,N/A,1 bath,1,2,160.00,1,1125,t,17,41,68,324,382,33,0,4.9,4.92,4.95,4.93,4.91,4.93,4.84,t,2,2,0,0,2.85
354513,1795232,Sara,2012-02-22,"Austin, TX",N/A,N/A,N/A,f,East Downtown,1,1,t,t,Austin,78702,Entire home,Entire home/apt,4,N/A,2.5 baths,3,3,630.00,3,1125,t,0,0,0,0,5,0,0,5,5,5,5,5,5,4.8,f,1,1,0,0,0.04
354569,2049988,Mike,2012-04-01,"Austin, TX",N/A,N/A,N/A,f,Old Enfield,1,1,t,t,Austin,78703,Entire home,Entire home/apt,6,N/A,2 baths,2,2,248.00,3,100,t,0,0,0,0,11,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.08
355176,1798140,Scott,2012-02-23,"Austin, TX",N/A,N/A,N/A,f,South Manchaca,1,1,t,t,Austin,78745,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,110.00,30,1125,t,0,0,0,0,21,0,0,4.85,4.9,4.55,4.8,4.8,4.75,4.8,f,1,1,0,0,0.16
355232,1798084,Jeffrey,2012-02-23,"Austin, TX",N/A,N/A,0%,f,Travis Heights,1,1,t,t,Austin,78704,Entire home,Entire home/apt,7,N/A,N/A,3,7,"1,000.00",1,7,t,30,60,90,365,3,0,0,5,4.67,5,5,5,5,5,f,1,1,0,0,0.02
355328,1798834,Joan,2012-02-23,"Austin, TX",N/A,N/A,N/A,f,South Lamar,1,1,t,f,Austin,78704,Entire home,Entire home/apt,2,N/A,1 bath,1,1,100.00,1,1125,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
355792,1801114,An,2012-02-23,"Austin, TX",N/A,N/A,N/A,f,Clarksville,1,1,t,t,Austin,78703,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,97.00,2,30,t,0,0,0,0,14,0,0,4.85,4.92,4.85,5,5,4.85,4.67,f,1,1,0,0,0.1
356675,1805253,Trey,2012-02-24,"Austin, TX",N/A,N/A,N/A,f,Tarrytown,1,1,t,f,Austin,78703,Entire home,Entire home/apt,6,N/A,2.5 baths,3,4,"1,050.00",30,90,t,0,0,0,0,2,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.01
356719,1805524,Jai,2012-02-24,"Austin, TX",N/A,N/A,N/A,f,Windsor Park,1,1,t,t,Austin,78723,Entire home,Entire home/apt,9,N/A,2 baths,3,3,300.00,2,7,t,0,0,0,0,1,0,0,0,5,5,5,5,5,5,f,1,1,0,0,0.01
356837,1806205,Varun,2012-02-25,"Austin, TX",within an hour,90%,96%,t,Downtown,6,6,t,t,Austin,78701,Entire townhouse,Entire home/apt,6,N/A,2.5 baths,2,5,728.00,30,1125,t,13,43,73,348,35,6,0,4.85,4.83,4.8,4.89,4.86,4.86,4.71,f,3,3,0,0,0.26
357529,1808807,Renee,2012-02-25,"Austin, TX",within an hour,100%,98%,t,Zilker,3,3,t,t,Austin,78704,Entire home,Entire home/apt,5,N/A,1 bath,2,2,325.00,3,150,t,1,16,29,118,333,54,3,4.98,4.98,4.96,5,5,4.97,4.91,f,2,2,0,0,2.49
358164,1812799,Monica,2012-02-26,"Austin, TX",within an hour,100%,100%,t,Hancock,1,2,t,f,Austin,78751,Private room in cabin,Private room,2,N/A,1 private bath,1,2,114.00,2,29,t,16,34,61,285,220,26,0,4.95,4.96,4.94,4.97,4.98,4.89,4.86,f,1,0,1,0,1.64
358643,1815367,Kathy,2012-02-26,"Austin, TX",N/A,N/A,N/A,f,Dawson,1,3,t,f,Austin,78704,Entire home,Entire home/apt,4,N/A,0 baths,2,1,800.00,1,4,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
362460,1831617,Chris,2012-02-29,N/A,N/A,N/A,N/A,f,Allendale,1,1,t,f,Austin,78756,Entire home,Entire home/apt,4,N/A,1 bath,2,2,625.00,4,14,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
362662,1832618,Robert,2012-02-29,"Austin, TX",within a few hours,100%,83%,f,Holly,1,1,t,t,Austin,78702,Entire home,Entire home/apt,10,N/A,4 baths,4,10,729.00,2,1125,t,27,53,83,354,108,0,0,4.82,4.74,4.86,4.95,4.98,4.71,4.66,f,1,1,0,0,0.86
363040,213651,Daniel,2010-08-26,"Austin, TX",within an hour,100%,98%,t,Zilker,2,2,t,t,Austin,78704,Entire guest suite,Entire home/apt,3,N/A,1 bath,N/A,2,99.00,1,31,t,5,21,46,46,355,52,5,4.84,4.83,4.91,4.96,4.97,4.91,4.83,f,2,2,0,0,2.65
363944,1840480,Scott & Sally,2012-03-01,"Austin, TX",within an hour,100%,99%,f,Zilker,12,13,t,f,Austin,78704,Entire home,Entire home/apt,12,N/A,4 baths,5,7,"1,154.00",4,390,t,13,29,59,145,31,2,0,4.94,4.93,4.87,5,4.9,4.87,4.7,f,12,12,0,0,0.28
364025,1839064,Adriana,2012-03-01,"Austin, TX",N/A,N/A,N/A,f,Old West Austin,1,1,t,t,Austin,78703,Entire rental unit,Entire home/apt,6,N/A,1 bath,1,2,225.00,5,12,t,0,0,0,0,13,0,0,4.69,4.54,4,4.77,4.92,4.92,4.46,f,1,1,0,0,0.11
364269,1840480,Scott & Sally,2012-03-01,"Austin, TX",within an hour,100%,99%,f,Zilker,12,13,t,f,Austin,78704,Entire home,Entire home/apt,6,N/A,2.5 baths,3,4,402.00,4,400,t,19,40,68,340,104,14,0,4.88,4.93,4.88,4.98,4.96,4.98,4.79,t,12,12,0,0,0.78
364402,1841318,Alice,2012-03-02,"Austin, TX",N/A,N/A,100%,f,North Loop,1,5,t,t,Austin,78751,Private room in bungalow,Private room,1,N/A,1 shared bath,1,1,65.00,60,1125,t,27,57,87,362,17,2,0,4.94,4.94,4.88,5,5,4.94,4.88,f,1,0,1,0,0.17
365471,1845598,D.K.,2012-03-02,"Austin, TX",within an hour,100%,100%,t,East Downtown,1,1,t,t,Austin,78702,Entire home,Entire home/apt,8,N/A,2.5 baths,3,4,344.00,1,1125,t,15,26,40,96,103,9,0,4.82,4.83,4.82,4.98,4.99,4.8,4.64,f,1,1,0,0,0.77
367356,1488733,Vacasa Texas,2011-12-09,"Austin, TX",within an hour,91%,99%,f,Hancock,27,85,t,t,Austin,78751,Entire cottage,Entire home/apt,6,N/A,1 bath,2,3,152.00,1,1125,t,29,59,89,364,179,5,0,4.75,4.82,4.79,4.87,4.88,4.9,4.71,t,16,16,0,0,1.34
367789,1856695,John,2012-03-04,"Austin, TX",N/A,N/A,N/A,f,Tarrytown,1,1,t,t,Austin,78703,Entire home,Entire home/apt,8,N/A,4.5 baths,4,6,"2,150.00",4,60,t,0,0,0,0,1,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.01
369090,1861886,Sarah,2012-03-05,"Houston, TX",N/A,N/A,N/A,f,South First,1,2,t,t,Austin,78704,Entire rental unit,Entire home/apt,7,N/A,1 bath,2,1,650.00,1,5,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
381240,1887493,Sobena,2012-03-08,"Austin, TX",within a few hours,100%,100%,f,Travis Heights,1,2,t,t,Austin,78704,Entire townhouse,Entire home/apt,2,N/A,2.5 baths,2,2,432.00,4,28,t,15,41,71,242,9,5,0,5,5,5,5,5,5,4.88,f,1,1,0,0,0.07
383603,1901242,Leslie,2012-03-11,"Austin, TX",within a few hours,100%,80%,t,East Downtown,1,2,t,t,Austin,78702,Private room in home,Private room,2,N/A,1 shared bath,1,1,155.00,4,120,t,20,50,80,80,113,12,3,4.88,4.83,4.83,4.97,4.97,4.64,4.79,f,1,0,1,0,0.84
406911,1652515,Cynthia,2012-01-25,"Austin, TX",within an hour,100%,100%,t,Bouldin Creek,1,2,t,t,Austin,78704,Entire guest suite,Entire home/apt,2,N/A,1 bath,1,1,181.00,1,1124,t,3,14,44,315,413,45,3,4.95,4.95,4.97,4.98,4.99,4.97,4.89,f,1,1,0,0,3.25
412290,1726978,Benjamin,2012-02-09,"Eugene, OR",within a few hours,100%,100%,f,South Congress,3,3,t,t,Austin,78704,Private room in rental unit,Private room,2,N/A,1.5 baths,1,2,47.00,1,5,t,0,0,0,0,52,0,0,4.67,4.82,4.73,4.87,4.85,4.64,4.64,f,2,1,1,0,0.41
424279,1275188,Susie & Eoin,2011-10-11,"San Francisco, CA",N/A,N/A,100%,t,South Congress,1,4,t,t,Austin,78704,Entire condo,Entire home/apt,4,N/A,2 baths,2,3,240.00,30,200,t,0,0,29,213,27,1,0,4.89,4.96,4.81,5,5,4.93,4.74,f,1,1,0,0,0.22
430683,2141281,Melanie,2012-04-14,"Austin, TX",within a few hours,100%,88%,t,South Congress,4,4,t,t,Austin,78731,Entire home,Entire home/apt,5,N/A,2 baths,3,3,695.00,31,1125,t,0,0,14,103,2,0,0,5,5,5,5,5,5,5,f,4,4,0,0,0.02
433996,2157243,Sean,2012-04-17,"Austin, TX",within an hour,100%,100%,t,Barton Hills,8,19,t,t,Austin,78704,Entire loft,Entire home/apt,2,N/A,2 baths,1,1,169.00,2,90,t,13,26,56,132,277,21,2,4.81,4.89,4.87,4.97,4.94,4.9,4.75,t,8,8,0,0,2.11
435211,1644218,Cecily,2012-01-23,"Austin, TX",N/A,N/A,N/A,f,Downtown,2,3,t,t,Austin,78701,Private room in rental unit,Private room,3,N/A,1 shared bath,1,1,82.00,2,14,t,0,0,0,0,164,0,0,4.84,4.8,4.82,4.92,4.91,4.96,4.82,f,2,1,1,0,1.24
438411,2177425,Aga & B,2012-04-19,"Austin, TX",within a day,100%,50%,f,East Downtown,2,4,t,t,Austin,78702,Entire home,Entire home/apt,4,N/A,1 bath,2,2,200.00,30,180,t,14,44,74,74,16,0,0,4.94,5,4.94,5,5,4.69,4.88,f,2,2,0,0,0.12
442720,2200336,Gretchen,2012-04-23,"Austin, TX",within an hour,100%,100%,f,Westlake Hills,1,3,t,t,Austin,78746,Entire home,Entire home/apt,10,N/A,3 baths,4,5,421.00,7,60,t,15,37,67,275,103,6,1,4.81,4.82,4.74,4.95,4.96,4.82,4.77,f,1,1,0,0,0.78
461404,1021729,Nita,2011-08-25,"Austin, TX",within an hour,100%,93%,t,Brentwood,1,2,t,t,Austin,78756,Entire bungalow,Entire home/apt,4,N/A,1 bath,2,3,136.00,2,60,t,0,0,0,194,92,6,0,4.76,4.91,4.69,4.99,4.99,4.87,4.79,f,1,1,0,0,0.73
474901,2354063,Marit,2012-05-12,"Austin, TX",within a day,100%,0%,f,Barton Hills,1,1,t,t,Austin,78704,Entire home,Entire home/apt,6,N/A,3 baths,3,4,599.00,2,14,t,30,60,90,362,5,0,0,5,5,5,5,5,5,5,f,1,1,0,0,0.05
479197,1918269,Amanda,2012-03-13,"New York, United States",within a few hours,100%,100%,f,South First,3,3,t,f,Austin,78704,Private room in condo,Private room,2,N/A,1 private bath,1,1,60.00,30,360,t,8,9,39,314,32,4,1,4.94,4.97,4.78,5,5,4.84,4.81,f,3,1,2,0,0.24
485360,2402591,Jane,2012-05-17,"Austin, TX",within a few hours,100%,88%,t,East Downtown,1,1,t,t,Austin,78702,Entire condo,Entire home/apt,2,N/A,1 bath,N/A,1,216.00,4,31,t,15,27,53,53,141,26,2,4.96,4.96,4.96,4.99,5,4.97,4.86,f,1,1,0,0,1.27
501861,2476440,Michelle,2012-05-27,"Austin, TX",within an hour,100%,88%,t,Greater South River City,2,4,t,t,Austin,78704,Entire guesthouse,Entire home/apt,4,N/A,1 bath,2,2,407.00,2,180,t,6,9,36,296,94,34,5,4.97,4.95,4.96,5,5,4.99,4.82,f,2,2,0,0,1.21
510168,793021,Steve,2011-07-08,"Austin, TX",within an hour,100%,100%,t,N/A,1,2,t,f,Austin,78733,Entire home,Entire home/apt,6,N/A,2 baths,3,5,343.00,3,1125,t,15,38,68,331,116,15,0,4.92,4.92,4.83,4.98,4.95,4.9,4.83,t,1,1,0,0,1.12
517378,2546917,Clint,2012-06-04,"Austin, TX",N/A,N/A,N/A,f,N/A,1,2,t,f,Austin,78745,Entire rental unit,Entire home/apt,5,N/A,2 baths,2,2,250.00,1,1125,f,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
517430,2546775,Rice,2012-06-04,"Austin, TX",within an hour,100%,100%,t,University of Texas,1,1,t,t,Austin,78705,Entire rental unit,Entire home/apt,4,N/A,1 bath,1,2,167.00,2,90,t,18,26,46,188,174,44,4,4.99,4.99,5,5,4.96,5,4.94,f,1,1,0,0,1.52
522136,2567934,Alexis,2012-06-06,"Austin, TX",within an hour,100%,99%,t,Downtown,1,2,t,f,Austin,78701,Entire rental unit,Entire home/apt,4,N/A,1 bath,1,2,188.00,3,50,t,6,13,33,98,481,46,4,4.96,4.98,4.95,4.99,4.99,4.88,4.89,t,1,1,0,0,3.68
525231,2507231,Kris,2012-05-31,"Austin, TX",within a few hours,100%,97%,t,Brentwood,1,1,t,t,Austin,78757,Entire guesthouse,Entire home/apt,5,N/A,1 bath,2,2,137.00,2,95,t,4,29,48,137,109,24,0,4.88,4.92,4.86,4.96,4.94,4.82,4.82,f,1,1,0,0,0.85
528338,2595932,Amber,2012-06-10,"Austin, TX",within an hour,100%,100%,t,Zilker,2,2,t,t,Austin,78704,Entire rental unit,Entire home/apt,3,N/A,1 bath,1,2,207.00,2,1125,t,2,2,2,2,516,34,1,4.9,4.92,4.92,4.97,4.97,4.95,4.89,f,2,2,0,0,3.94
530483,359112,Sara,2011-01-23,"Austin, TX",N/A,N/A,50%,f,Upper Boggy Creek,1,2,t,t,Austin,78722,Entire home,Entire home/apt,3,N/A,2 baths,2,2,325.00,28,74,t,23,53,83,83,16,1,0,4.54,4.64,4.64,4.57,4.57,4.57,4.21,f,1,1,0,0,0.13
540377,989596,John,2011-08-18,"Austin, TX",within an hour,100%,100%,t,Travis Heights,2,2,t,t,Austin,78704,Entire home,Entire home/apt,5,N/A,2 baths,3,4,255.00,3,14,t,0,0,0,0,7,0,0,5,5,4.86,5,5,5,4.86,f,2,2,0,0,0.06
